id	content	sentiment
23785	@laubow_ I did ! That was amaziiiing    I was able to see the whole stage and to dance and sing etc ! That was really great	surprise
23786	@zampeachie PANGE???!!!!! AHAHAHAHAHA. You two could meet up for drinks.	happiness
23787	about to go to leeds shopping	neutral
23788	@BreakfastNews why thankyou  @chris_garner suggested Fannie Bay (but it is in Darwin)	empty
23789	@rumoko Tracky Daks are one of the only good things about the weather getting colder. That and porridge. I just did both	neutral
23790	@simonsydney Still will buy the DVD. Should be seeing Star Trek with Paul next weekend	neutral
23791	@dda oh look! traditional Chinese, it's so charming   I love the ? miss those shutters on the doors...	love
23792	@alyankovic Oh! I ate pizza last night too!  I stupidly feel closer to you somehow!	sadness
23793	@donnyeffrien good to know PLN's Earthday doesn't only happen in my neck of the woods	happiness
23794	@mmmj You're watching Firepro0f?	surprise
23795	@jessizakool lol our whole convo just consists of i miss you and i love you. gotta love us	love
23796	@palinn So Palin got the new haircut	empty
23797	@jamesshore @KentBeck sounds like a challenge then  I can see it would be useful to be able explicitly  schedule threads...	neutral
23798	@faithjuliana where?  U magazine?	neutral
23799	@1Cor16_13 Awe, THX so much! Neither of need 2b sick on Friday!!  Do u have any prayer requests?	neutral
23800	@doubleuefwhy Welcome back!	neutral
23801	@Rawrrgasmic I must agree I do like blackberries!	love
23802	@Sir_Almo shocking isnt it.. hmm... we will stop it..	surprise
23803	@dcmjlive none at the moment. i used to root for adam, but there are some issues with his &quot;Feeling Good&quot; version with Muse fans like moi	neutral
23804	@thebraysmommy thx! Hoping it's a good week.	happiness
23805	@crazy_people sure is	happiness
23806	Sunshine is back....... having a hair day  new due	neutral
23807	My new design portfolio is finally on the web: http://www.designia.nl - Still needs some tweaking on the details but it's ok for now,	surprise
23808	excited to jam + and auditions	happiness
23809	Just sat down to play a quick hand of poker and won $5k on my first hand with a flush. I'm done for today	fun
23810	i'm watching missing pieces, just coz the theme song is lost without you	sadness
23811	@Kaelex you're back?	empty
23812	@YousifMind good morning  3asa mo bs important classes ? :p	happiness
23813	get my wii fit in couple of hours!	happiness
23814	woo just made this, follow me	happiness
23815	@RiceRabbit Baking WIN! Thanks for that!	worry
23816	talking to jessica about her one true love. she thinks this could be the real deal.  lol also i am thinking what i should do about my prob	love
23817	@CyberSleeper Awww man that does suck big time  But look at it this way, it gives you something to look forward too, a nice long ride	happiness
23818	@theodorag Yep! It's just quarter til 4 now.  I'm going to try to sleep now that my headache is subsiding. Take it easy Teddy!	empty
23819	@RyanRotten This early in the morning, they probably won't even need much make-up	neutral
23820	@JohnLauber @RealtyMan no one told me the mutual admiration society was meeting this morning! LOL  Hi boys!	fun
23821	Flickr pics Chester Zoo: danwtmoon posted a photo:   &quot;WELCOME&quot; to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8	happiness
23822	@cheryl_ann_cole @beccixboo i thinks thats right lol... please follow me... much appreciated	fun
23823	@TheLonely How lovely	love
23824	just finished Wander Girl for the nth time-- Hilda Gallares is truly a kindred soul.	worry
23825	@arviena hahaha...come, be a judge, need your brutal honesty	neutral
23826	In the arts having coffee and cake	happiness
23827	@loisheilig I always told my kids that I see and hear everything so mind your manors, so I guess that proved it to him.	neutral
23828	@mccy you do realize tom fletcher from mcfly JUST posted basically the same thing!! TWINS!	worry
23829	Digging the ideas behind railsbridge (http://railsbridge.org/)	happiness
23830	WOOOOO!! Twitterberry is working again!! Good morning everyone	happiness
23831	@stevebiddle I used to be - but that was a while ago now - your argument is pretty sound for a trolley pusher	anger
23832	off to get ready for school. have an absolute wonderful day!	happiness
23833	@joonian Press 'Ctrl' on bottom right. It's there.  KY	neutral
23834	Updating to the latest version of Adium now. What a great app!	neutral
23835	Birthday Girl ?  blessed to live another year &amp; celebrate with loved ones	relief
23836	Happy Star Wars Day	happiness
23837	Just back from dancing. Ahh ballet was SO hard, my legs ache. And we were so high in jazz and contemporary, 3 hours of hilariousness.	neutral
23838	A bit early to confirm a trend, but daily site signups are still on the rise	neutral
23839	Kicking Back In The Holidays  No More School for a whiles	fun
23840	My new design portfolio is finally online: http://www.designia.nl - Still needs some tweaking on the details but it's ok for now,	relief
23841	heyya people!	love
23842	@ashhh_x Who Else do you Loveee?	neutral
23843	Happy Star Wars Day!!! May The 4th Be With You!	happiness
23844	@rayvenn_nicolee haha..not quite as good a Super Ted!..but good none the less!  haha xx	surprise
23845	i just dyed my hair	neutral
23846	@jesseroni thanx	love
23847	@munkeypunx hav a pork scratching	neutral
23848	Good Morning	neutral
23849	@mcaulay See you in 10	neutral
23850	@iaingilmour I queue for cake standing up and with a slight look of deranged anticipation on my face.	hate
23851	Thank you all so much! Hopefully everything will be okay  Tons of kisses to all of you ) http://tinyurl.com/dxa8xg	worry
23852	@Darke_Ascension Hope it's a great one for ya  http://myloc.me/tvD	happiness
23853	#Trackflashback: &quot;I Believe In A Thing Called Love&quot; by The Darkness - check it out...	enthusiasm
23854	@happy_pills we have a punching bag here! but ive never touched it, covered with my brother's sweat.. but u can use it if u want! hehe	happiness
23855	@bhuto given the way kunal khemu etc. starrers turn out..there is a high probability of it being 'shit' rather than 'niche'!	sadness
23856	it was t4 i think hannah  xx	neutral
23857	@wyclef that's a good sentence	neutral
23858	@FRUITofDOOM Not sure if this is good or bad news for you, but you are listed as staff: http://www.thesixthaxis.com/staff/	worry
23859	Good morning!  Just took the longest shower ive ever taken in my life. Like 45 to 50 min shower!! Woah. lol	happiness
23860	guess I'll start getting some of my camping and fishing stuff together for Wed &amp; Thurs trip to Braunig Lake......	neutral
23861	@JackJohnstone tomorrow night would definitely work	neutral
23862	@FOOLYWANG I hope so too.  How are you?	neutral
23863	@MacQuid You're a fine looking set of neighbours, I must say! Lots of compliments have been showered upon your header graphic too	worry
23864	your saaaaafe with mee(8) fucking epic times again last night  old friends and new friendships, good way to kick off this month!	happiness
23865	Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The Fuck ??	surprise
23866	yeaaaah tangerang in vacation	happiness
23867	@RosieCooper We said anyone could &quot;write one&quot;...those special 10 selected are - of course - chosen because they are OUTSTANDING!	love
23868	Love the idea of giving each year a theme. This is the year of new beginnings!	love
23869	Is on her way home bk to civilisation. Got my ipod bak  carnt wait for home x	relief
23870	@PhotosbyLee How was your chicken and chips?	neutral
23871	I lOve this day  No school --&gt; studyin' quietly	love
23872	must start twitting	neutral
23873	@ibanezShezz i like the optimism	empty
23874	@eugenechua oh, that's good. I might wanna fly there and shoot some photos.	neutral
23875	@babygirlparis I hope you have fun together and the press don't spoil things.  Take care	love
23876	Had interesting WKND. Sleeping Saturday &amp; Productive Sunday!!	neutral
23877	The Disco at the End of the Universe launch date is sorted - 28th May, London  http://www.myspace.com/thedjtheendoftheuniverse	neutral
23878	@XKirstyxo Basket Case is mine  I miss it.. Going to have to listen a shit load now	sadness
23879	@Jayce_Kay planted in the garden last week, ive got to check on it	fun
23880	One of my kits has just brought in a mouse &amp; is eating it in the lobby. I'm sure I feed them enough!	worry
23881	@Ddubs_Ky_Monkey Hope u have an amazing day today Monkey! U deserve it!  No cheating on DEW &amp; looking at THE PICTURE! lol Happy Bday! &lt;3	happiness
23882	hey twitter! i'm back online!	worry
23883	@cheryltiu yup slowly recovering. it sucks that i can't eat the stuff i'm craving right now. my gums can't take it. how was your trip?	surprise
23884	got live last night at our  vid comin soonnn	neutral
23885	@RichieSosa I want some....LOL  I got the coffee ha ha	fun
23886	Away to the cinema tweet later may the 4th be with you all  x	enthusiasm
23887	This song is a slap on you face!!  ? http://blip.fm/~5jib6	fun
23888	@joonian Press 'Ctrl' on bottom right. The underscore for E71 is there.  KY	enthusiasm
23889	is working.   I am so happy my job is a radio and not anything physically exhausting....	relief
23890	finally Mike0hh's birthday &lt;3 can't wait to fucking ruin it	fun
23891	@calbo i incredily love reading your tweets! they're so entertaining, keep it up.	fun
23892	coach says have come along way, faster that alot of people  oh yeah whos the man. ohh very sore	happiness
23893	exam at 8.	neutral
23894	@Gulmohar Welcome!	love
23895	off out in a min to buy my new bed	neutral
23896	Watir in ???????  http://ru.wikipedia.org/wiki/WATIR	surprise
23897	@IndigoGardens Lol! Joyologist? Love it - much better than the happy freak who can't stop smiling  Enjoy Monday!	love
23898	*shriek* Bee almost flew here from window. I'm not afraid of spiders or zombies in my dreams..But I run when bee is in same room with me.	worry
23899	F.Y.I. a lot of you people that are following me i have unfollowed a lot of you  yer kinda boring me or not really helpful to my e-growth!	worry
23900	starting off my day with a little Northern Light	happiness
23901	@Brainberry nice one !	neutral
23902	I have not tweeted for SIXTEEN DAYS! I miss it =( I've been having fun though! =D Ingrid on mon was frakking awesome  BBQ today!	love
23903	Off to bed I go to dream of a world where Wal-Mart and Liquor stores all get blown up	enthusiasm
23904	@michaelmknight oh i wish my dear Michael, i wish	worry
23905	@keino sao b?o l?c th? em ;;) m?i xem xong Hostel h?	neutral
23906	How I met your mother and Scrubs in role! YEAH! &quot;Cause I'm FLY!	happiness
23907	has one more paper left	worry
23908	@XLesseyX hey cup cake	neutral
23909	@urbalcloud hahaha! i have a secret door to the real batcave	happiness
23910	@Mollieandme Hello, you are sooo awesome!! Dont ever stop what your doing haha, You make me fall off my chair laughing  x	happiness
23911	@aplusk oh good luck on the movie	worry
23912	@mmWine Lucky you  I face south so I can hear them, and see them reflected off Phillips Point	relief
23913	Dear Mikey Robins: nah, you've heard it all before	neutral
23914	Today is a tuff day...g'morning	love
23915	unpacking my new toy arrived in the studio right now  it's called TC Finalizer. can't wait to check how it sounds !!!	happiness
23916	Good night all  Even though it's morning for most of you lol	love
23917	I am at school ^^ Nothing to do	neutral
23918	@GintareAuglyte hey  how are you?  x	worry
23919	@iHolleeee Okaii Cool!  I Can't Wait For The Series To Begin It's Guna Be Awesome  x	worry
23920	@carmenparnos thanks so much for the belated #followfriday shout out #payingitforward	happiness
23921	@x3f  dude they renamed it to something no one will remember &amp; find even harder 2 joke about. Its a myth  to keep u scared	worry
23922	@lyssiecc i like the positivity  And no. you may NOT change your carrer. crazyb dog lady just isn't the same.... when's your maths test? x	worry
23923	ï¿½ï¿½h. iï¿½m gonna go in the &quot;big&quot; house now, borrow my sis guitar and play and maybe write	neutral
23924	I'm new on Twitter.....Hi everybody!!! Suggestions for me???	neutral
23925	lol if i only can sTay up a few more hours.. i keep missing Tila's lasT posTs ..	sadness
23926	@nsingman i got followed by one that says she doesn't talk to &quot;god people&quot;-i wonder if she talks to &quot;goddess people?&quot;	surprise
23927	good morning tweetie world.  have a great day, everyone.	neutral
23928	Cleaning out my desk, I've found a betting slip from three months ago, I stuck a tenner on #newcastle getting relegated. In the money	neutral
23929	No more pizza for Jamie? wtg  http://bit.ly/DVSCA (Britains got talent, sure has.)	neutral
23930	@eugenechua Tasmania devils and the mad cold... Not a bad start.	surprise
23931	@RachaelPhillips wow!! you really are a pretty talented lady, most impressed	happiness
23932	@joannaboothby freeeeeeeeeeeeeeeezING nigga im so excited to see you soooooooon!!!  lets go see 17 again AGAIN yehhaaaaaaa!	happiness
23933	@tubbyloo same with drunk guests.. Our jobs are pretty similar sometimes	worry
23934	@jonconnelly will add that. It should be hard really to keep track of 500 avatars.	worry
23935	i love his nose kisses	love
23936	@chopstock check out the Conchords 'Business Time'	neutral
23937	Man on Wire every bit as amazing as the publicity and reviews suggest. Very, very strongly recommended (even for vertigo sufferers  )	love
23938	? @TheRealGinuwine ... thx for ur msg, so awesome!  luv the new single! xoxo http://tr.im/kpDW	love
23939	@hoganfe i agree	neutral
23940	? on wednesday green day will perform their new single &quot;Know Your Enemy&quot; at TvTotal  http://tr.im/kpDX	neutral
23941	Going home, see you at night in local time	fun
23942	lol @ kalahari.net marketing - &quot;may the 4th be with you&quot;	happiness
23943	@lizajbeck You did know, you just couldn't remember!!	neutral
23944	@ borgellaj  you know what? They're YOUR CATS	happiness
23945	Oky So the grandperents just went out cause my Granda is going to drive , he missed it when he was in hostipal	neutral
23946	Eating Toast  ~Peanut Butter,,Yum	neutral
23947	@_Flik_ Good one.   Might think about it for this year's NaNoWriMo competition.	neutral
23948	Star Warz day? Really..that is a hot topic? Man..oh man.. I'm just waiting for Star Trek!	surprise
23949	i have a feeling today is going to be amazing	happiness
23950	@andycroll can you repeat what was bad about singapore pools website please?	worry
23951	@cnn Any others jobs like this available? Sounds like a great experience. Direct message if you know of any others.	worry
23952	@MandyyJirouxx red eye huh?   yikes....get back safe   missin ya punk	relief
23953	@Twinklybird Ace @ the exams!	empty
23954	@varunshridhar Lets leave the nervousness until tomorrow!	relief
23955	@EllaPaigeBabe It would be amazing if we could meet us in Germany! I have been to Germany twice.	neutral
23956	just watching ncis complete first season	neutral
23957	@Peircy oh you are too kind	love
23958	@JamesMackney awww. rusks are good for tummy aches though :p try fennel or camomile tea  works. or obviously try ...	neutral
23959	Gonna head into the shower now...  Going to a friend's birthday party =]	happiness
23960	@publicvoid_dk No problem	neutral
23961	@scottcmusic I was in row P, but i tried to run down to the front in Corrupted and  i could see you singing away	neutral
23962	gettin ready for school my new converse come in today!	neutral
23963	@GregorBenjamin yeah, nothing like the heat of home.	relief
23964	@JamaicaPanama I'm here if ur here for me!	love
23965	@Rcss Me too	neutral
23966	$900 cheque to cash tomorrow, why I didn't get it in the bank I have no idea. Feel safe to get the 500D now though  woooo	worry
23967	@ChontelleBourke I will try. But I don't care what my mum says	neutral
23968	@Joerup I think it'll be more like a casual attendance instead of a review, as there might not be another issue of felix by then.  Thanks.	happiness
23969	@Rliversidge Great stuff, can't wait to hear it!	happiness
23970	@Andph112 hope you enjoyed your holiday	happiness
23971	@graemeskelly LOL biking is manly	fun
23972	yay my research paper is finally 4 and a half pages&lt;3 not going on bus was not bad after all	relief
23973	@kg86 Thanks  The elephants look magnificent This is what we miss due to stupid restrictions - 3G pleease and cheap!!	hate
23974	@jackiemarsh @hugobrown many thanx guys	neutral
23975	http://twitpic.com/4jcjj - Boagsie actually is still this small lol - him at 4 years old	fun
23976	@m3nny5 iye neh...kurang tidur kayaknya. pulang pagian deh hari ini tidur langsung...haha. Thanks!	happiness
23977	@Rapetzel Haha! Thanks! It's the inane grin from grading. Some students have been really fascinating this semester	love
23978	@AKAVirtualPA http://twitpic.com/4bckp - that should answer part of your question	neutral
23979	@Howby26 hm, sorry to hear that! well, keep holding on! my break is over, i'll go take a nap now!	sadness
23980	Thx, Robban  http://www.sk-gaming.com/match/17905	neutral
23981	Because I love my job	love
23982	@youcanknowgod thanks man. I really appreciate the kind words	relief
23983	@imagined learn learn!... we can learn together!	relief
23984	Happy Star Wars Day everyone!  Whats everyone up to this rainy bank holiday?  I am heading out soon for coffee with my mum then shopping	love
23985	This Twittername is hosted by TwitterFridge. Email us if you want us to open the Fridge  Check: www.twitterfridge.com	neutral
23986	Good Morning, Twitter community! I just got finished eating a delicious stack of pancakes courtesy of my Mom and Bisquick.	enthusiasm
23987	ya i walked into the wall thats why i have a plaster on my neck	neutral
23988	@thewrongirl y @sololoy son amor	neutral
23989	@_Cantus_  all i hear is coffee brewing at my end	neutral
23990	Hard to start the week after a long fun sunny weekend of tennis, free food and drink, and very nice people. 5 days to go until next round	sadness
23991	kicking back at home	worry
23992	@jocelynseip Thank you - If you like please leave a comment and Subscribe!   Chicago another great musical.  Thanks for your support.	happiness
23993	im seeing the hannah montana movie again today	neutral
23994	Looking forward to Cambridge on the weekend and shopping with Ilze	happiness
23995	Is Going To Buy A Wacom Today ... Goood Times	love
23996	@MissxMarisa haha!! someone with an axe just popped up at you Scenie!! what did you do???	surprise
23997	Right, I must be off to do some sewing. Bye x	sadness
23998	Score two days I get more food stamps good cause i want a safeway pizza	happiness
23999	@MicheleCatahay i'd prefer &quot;observationally insightful&quot;, but call it as you see it.  my ice cream's just too fancy tonight.	love
24000	Watched Australia last night and got to say bloody fantastic film with the added bonus of Hugh Jackman  definitely a got to see movie.	worry
24001	@girltrumpet yeahh  idk if i like owen anymore though... i kinda lost respect for him in an episode i recorded...	hate
24002	@bencollieruk No because why would it say &quot;New gift services&quot; on the page.. HA!	surprise
24003	@ovidiunegrean thanks, nice app  i will take a closer look.	love
24004	@cosmicmother some great stuff on website today	love
24005	is going for morrisons breakfast with my boy today  wooooooooooo.	worry
24006	#Supernatural at 9:30pm on #Ten.. Counting down..	neutral
24007	Good morning!!! Who wants breakfast??	happiness
24008	up late last night  .... Oracle from 8 to 4:30	sadness
24009	@theblowups just be careful you don't dunk too long	worry
24010	@sorchasilver Yum. Thanks.  Just getting dressed and waiting for my washing to finish so I can hang it up.  I'll text you when I set off	neutral
24011	@Zaida Masson I'll give you the link, it's quite handy	neutral
24012	@Mennard You are very sweet, my everyday hero friend	love
24013	@therealchloe np  so how are you?  x	neutral
24014	@mshady courgette	sadness
24015	@cali3d congratulations, I hope you have an amazing day	love
24016	@KimEl Not enough time for Disney World.... might just have to watch the Disney channel instead.	neutral
24017	@Feego16 Until @twitter brings back our EVERYONE button, you can access the public timeline at http://twitter.com/public_timeline	neutral
24018	@retrogrrl Well thank you.	love
24019	ahah oh yes, i forgot, they need to earn money.. maybe we could get them jobs as checkout chicks if twitter takes over	fun
24020	@minnaryyni Heh, aye. I should have investigated properly first before asking  Does seem like it's not the most obvious thing though.	worry
24021	@AmyFroebel Nope. Just come back to CT	neutral
24022	Morning everyone! Going to a gig now, then a run. Update you all later	fun
24023	@AlanCarr hmm Have to admit was a good episode and his man bag was rather fetching	relief
24024	@laflour good suggestions, thanks	neutral
24025	@aworldinside ngl, my favourite thing about wikipedia sometimes is that it makes wookiepedia such an easy pisstake.	worry
24026	@EllaPaigeBabe hey im back  i replyed xxx	worry
24027	@WayneLiew just need to know what to be cautious about.  being cautious is good.	neutral
24028	may the 4th be with you	neutral
24029	Just opened a facebook account, I'm a little confused I don't really get it. Twitter seems much better	surprise
24030	@aussie_ali  really?  i'm in greensborough, but prev bundoora..	surprise
24031	just finished designing her multiply site	neutral
24032	@morningsteppa  yeah, big chill here too good foods, good music, great weather!  have a cool day Bro!	neutral
24033	hey everyone, guess what? ROONEY ISN'T COMING TODAY!	sadness
24034	Going shopping  Then Sunday dinner, round two :p	happiness
24035	she distracteded me in fb chat  yays	neutral
24036	happy star wars day	surprise
24037	@dan_pentagram trip with school! get to go see a west end show and loads more stuff, its gonna be great	fun
24038	add me on myspace?? www.myspace.com/pwnage_org  -&gt; pcFOpc	enthusiasm
24039	@switchfoot loving your music , had a good recommendation from someone who knows his stuff	love
24040	If I could only update my status in just one place....	worry
24041	I think both Josiphina and Jacqui have killed there tweetdecks or overspammed like SOMEONE	neutral
24042	Happy Birthday to my Whore	fun
24043	@kixxa I'm somehow totally distracted by that shirt!  I don't even know why.Suddenly he's like the guy next door!	sadness
24044	first trip home since diwali. But before that a couple of days in saddi dilli	love
24045	finally shifted from Twhirl to TweetDeck so I can filter through my close friends' updates  happy monday peeps	surprise
24046	schoool time. not doing much this week.  about 20 more days of school and it's time for NYC!  can't wait for the last day of school.	enthusiasm
24047	@ColinMackay I think I left my conference feedback sheet in my bag. Oops. Just say Excellent for everything  Found out about it from you	worry
24048	Is babysitting 3 dogs...they are all over the place...	sadness
24049	just got up  Wheres the sun? =O	fun
24050	yay sing it loud wed, fall out boy, all time low and cobra starship on friday  WIN	happiness
24051	@xojennielynn or @lauren_ohh i think one of you should give a ride! please?	surprise
24052	@sillyyak11 haha well have fun at school! I'm gonna be sittin' at home with my italian restaurant by my side	fun
24053	http://twitpic.com/4jdkq - Got a new belt  it's a sheriff star	happiness
24054	@hubermanuela  hey girl, what's up? what r u gonna do today?	neutral
24055	@nsingman haha!  yes, there's a lot to be said for nekkid religion	neutral
24056	@DaveWares working, my 4-day weekend is over, aah well another one coming in 2 weeks	sadness
24057	@aussie_ali  that wretched Blue nun has you in her clutches Miss Ali!!!!!  S L O    W  down	worry
24058	@jeffmello I did sales training for a couple of the papers. They paid my bills for a bit.	relief
24059	@tommcfly i'm so glad	neutral
24060	@trishaelyca  not really, all in all, if im not mistaken, mga less than 1k each lng ang gastos namen...	empty
24061	@daryllorette Your welcome.	neutral
24062	@DinaRoberts thanks	relief
24063	off to school, the home for some AP studying!	neutral
24064	Cooking microwave pizzas, yummy	love
24065	School can blow me. He looks nice today thoughh.	worry
24066	@Booooooom I love how Alex Pardee colours his picturs, so differnt	surprise
24067	by Ginaaaaaaaaaaaaaaaa with Ilonaaaa	neutral
24068	Alhamdulillah PFP exam was alright~ It's Strategic Management time!	relief
24069	@ninjastalk HEY, BABEE. ) LOVE YOOOOUUU. &gt;&lt; RP time.	neutral
24070	Early morning R&amp;B.  ? http://blip.fm/~5jimj	neutral
24071	@jeffparks That would be most welcome	enthusiasm
24072	@OxygenOverdose awesome! have to take a look at them when i'm home.	love
24073	@FONEJACKER12009 haha I do not know how to work blip apart from the obvious! thanks for reblipping my song  have a nice day xxx	happiness
24074	@sweet19 awesome. lemme see when you're done.	love
24075	i am leaving now  to go to lilmarshmellows house :p	neutral
24076	Goodmorning world	worry
24077	gunna spend today with my sexy best friend	relief
24078	is wishing, after watching those videos, that it will be FREEZING next weekend so she can bring Edea out again without dying	love
24079	sorry mum, will treat you well from now on	sadness
24080	@jelnora Nothing like alone time with your handheld device	neutral
24081	Heading into Glasgow for a rehearsal for my upcoming show	neutral
24082	@rylie023 i think you'd look cute in the beanie hat	fun
24083	@gingerying if you decide to take a break on your paper..the link is a perf-choreo, cute&amp;cheesey but enjoyable   http://tinyurl.com/ddnqv5	relief
24084	@cassiewho haha no problem, it's fun isn't it	happiness
24085	Mmmm holiday commercials really ARE nice	fun
24086	I'm dying to see the reaction on their faces  .. its going to be FUN gedan begad	love
24087	Neglecting the boy, apparently... I'm outro, for real life	worry
24088	I've just realised - 400 FOLLOWERS! YAY!  xx	happiness
24089	My Life Would Suck Without You - Kelly Clarkson	sadness
24090	@Prodigy702 haha FINALLY !!  hiii friend .	fun
24091	Taking the day off and doing absolutely nothing    Studying begins on the morrow	neutral
24092	@tintinex Morning  Glad to hear about your happy news!	relief
24093	@OceanCity thank you.  we had a blast	happiness
24094	Also love and Light to everyone else who I have not been able to fit into my last tweet  Thank YOU All	love
24095	@vavroom I'm the heir to the over draft	empty
24096	Up way way way to early this am....thanks @shane_benson	empty
24097	Goodmorning world!	enthusiasm
24098	@girlgamy you can also watch Family Guy online. www.fancast.com  And yes I am a total shill.	worry
24099	@xoxokimmie good morning	happiness
24100	I like Rio Ferdinand - when he's wearing an England jersey.	love
24101	@Devinwade heyyyyyyyyyyy! Look who it is	surprise
24102	@bryanboy Congratuations, Sweetie.	neutral
24103	@iantalbot You're still welcome - the door's wide enough for your zimmer frame	worry
24104	@AllEarsDeb Ditto that for me!  Staying inside warm and dry today!	neutral
24105	@cmykara Something like that!	fun
24106	@johnlacey had someone tell me tonight &quot;there are only 2 states to be in, QLD and Pissed&quot;	surprise
24107	supernatural tonight  yay	happiness
24108	@typicalhigh Yay me!  But, what in particular?	surprise
24109	@Jeewilikers...you should call school and tell them you have swine flu so we can have the day off	neutral
24110	aww, jon ryan bob and greta in one picture? how adorable  and it brightens my morning, ty jon walker	love
24111	@robluketic You're not kidding when you say you have to be fast, are you?  I was there like 5 seconds after your tweet: nothing.	neutral
24112	Soon my new job starts  I'm so happy!	happiness
24113	@Sazchik  I read somewhere they were restoring the name, hope it happens soon	surprise
24114	[Wrong!] @anambanana thanx  your THE awesome! http://tinyurl.com/ddqpoa	relief
24115	Thanks for the follow, Doug. I like that hat	love
24116	@LJCharleston  Thanks darling girl   xx	love
24117	School -.- I'm arrange for the design of the blog to a friend! I think it's looks good  http://xoxoeternity.blogg.no/	happiness
24118	is making breakfast .	empty
24119	@realoomph leuke droom. Dat werd dus stand-up comedy?	love
24120	school then the used concert tonight!!	neutral
24121	I feel funny. Hmmp, better be an amazing fucking day. why not?  I LOVE HOW I KNOW SAMMY ROVIN GOT A TEXT ABOUT THIS TWEET &lt;3333	love
24122	@JennaFBN Yay I love it when you host Money For Breakfast Jenna Lee  4hrs of you the amazing and so pretty and sexy Jenna Lee yay.	love
24123	@tobinharris brilliant! Best tool of the year	happiness
24124	my mum thought that my brother laughing was the cat about the throw up... smooth	love
24125	Just a couple thoughts....was bored this morning	sadness
24126	HAPPY STAR WARS DAY EVERYONE  any excuse for a few drinkies eh?	happiness
24127	waitin for dr dee.... had lunch with my beautiful lady  before that i was on the gym ... ( yeah need to loose 10 more  )	happiness
24128	Good morning twitterland. Happy Monday	worry
24129	GoodMorning. My Father's going balistic, and I'd say more but I'd rather not get beat, so Have a Good Day, and please text me	happiness
24130	Off to a wedding!	happiness
24131	My hair actually looks kinda fierce today. wth? Listening to U2 makes me happy	neutral
24132	Finally started Twittering.... got to keep up... So downgrade from full colour, pictures etc. to simple small sized text messages....	happiness
24133	@greggrunberg Just discovered your 'Band from TV'... you guys are really good! Love the music	love
24134	@BrianNeudorff Good morning   Been here since 4am, just quiet.  How are you?	neutral
24135	gotta share this   http://bit.ly/19OL1b	neutral
24136	@j3nn1e ooh good!  im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x	enthusiasm
24137	had a great weekend in Stuttgart at the befah-conference. Wonderful people, nice discussions and lots of fun. Together we're strong!	love
24138	@monicafrancesca congratulations! woootwoooo!  @ginoboi great game!  nakaka-hyper kayo!	happiness
24139	Oh also today we must remember that it is Hoppusday. So happy Hoppusday  Yes I said it yesterday but it changed okay?	happiness
24140	Dear intertweet, plz 2 hack up a spotify plugin for Songbird. The SDK exists already. Just needs code	neutral
24141	Still Doing Grench paper and still getting distracted	worry
24142	Another HD - my lecturer was gob smacked by how good our presentation was	happiness
24143	@sweetemmaxxx i love the cheesey ones, and the cool orignal ones  , , , skips i have when my brother has them got to try them u c haha	happiness
24144	@limyh No problem. I'm just sharing the whole list to you.	neutral
24145	me knows what to be tested on all the exam subjects except for english. damn davis.	empty
24146	@cbear80 indeedy! weather crappy then, god now. pity its dark! :O hopefully it stays dry!	worry
24147	weather starting to be better  So just SHINE **	happiness
24148	@m_mazur Hahaha...and I who actually thought you just were popular!	surprise
24149	I love being able to run my tongue along my teeth	love
24150	i got baby g wach its zi same as the 1 lady gaga wears in eh eh film clip but in pink!! I LOVE YOU KAY thanks a heap  i win olivia	neutral
24151	eating kfc fries!	neutral
24152	@jeffinator today was my first day	surprise
24153	@TrIsHa87 dan humphires is the most adorable human being ever   i &lt;3 &lt;3 &lt;3 him	love
24154	sitting on chloes little trike thingo its a girraffe  ill most probobly get yelled at with in the next minute or so! ohhh well	happiness
24155	is busy creating a new logo for my  site	happiness
24156	@AmyyVee aww that was a really great blog :] thanks for the mention  hi form the philippines :-h :]	happiness
24157	Another nice day again! Working in Goderich today so I can walk &amp; enjoy the weather	relief
24158	got alot of runnin around to do today to get this job app completed so they can have it on file... so glad i got this job!!	happiness
24159	@misslazarou Bom apetite	fun
24160	@rustyrockets et's genitals are in his magic glowing finger	neutral
24161	rearry rip. Youd never guess what i ate..	neutral
24162	@tranced1 yes mate, on Friday	happiness
24163	@stephjacko hey, you know the trailers before hannah montana? is there a jonas brothers 3D concert experience trailer?  x	surprise
24164	ah! A clean house...finally, so nice	relief
24165	Early Monday,great  Rainy Monday,not so great :|	neutral
24166	Up and around a little earlier than I wanted to be (phone rang 5:30 AM).  Exercise is a good way to start the day, right?	relief
24167	@Falcon1991 Link !	neutral
24168	Goood Afternooon	worry
24169	nvm, lexi's playlist is working its magic	surprise
24170	At the airport waiting	neutral
24171	@MattCohenIII it could be worse  so u usually a nite owl?	relief
24172	new super power camping place -&gt; 24 hr MAC @ Springleaf Tower  ...still eating my fries.	neutral
24173	@IdeasCulture w00t, have a red wine now	neutral
24174	Good morning in Twitterville. Off to work I go...Chat @ all of u later	enthusiasm
24175	@MicaR think so but my boss is in Switzerland all week. going when she returns  ira gonna be awesome	enthusiasm
